country	Andorra	42.546245	1.601554
country	United Arab Emirates	23.424076	53.847818
country	Afghanistan	33.93911	67.709953
country	Antigua and Barbuda	17.060816	-61.796428
country	Anguilla	18.220554	-63.068615
country	Albania	41.153332	20.168331
country	Armenia	40.069099	45.038189
country	Netherlands Antilles	12.226079	-69.060087
country	Angola	-11.202692	17.873887
country	Antarctica	-75.250973	-0.071389
country	Argentina	-38.416097	-63.616672
country	American Samoa	-14.270972	-170.132217
country	Austria	47.516231	14.550072
country	Australia	-25.274398	133.775136
country	Aruba	12.52111	-69.968338
country	Azerbaijan	40.143105	47.576927
country	Bosnia and Herzegovina	43.915886	17.679076
country	Barbados	13.193887	-59.543198
country	Bangladesh	23.684994	90.356331
country	Belgium	50.503887	4.469936
country	Burkina Faso	12.238333	-1.561593
country	Bulgaria	42.733883	25.48583
country	Bahrain	25.930414	50.637772
country	Burundi	-3.373056	29.918886
country	Benin	9.30769	2.315834
country	Bermuda	32.321384	-64.75737
country	Brunei	4.535277	114.727669
country	Bolivia	-16.290154	-63.588653
country	Brazil	-14.235004	-51.92528
country	Bahamas	25.03428	-77.39628
country	Bhutan	27.514162	90.433601
country	Bouvet Island	-54.423199	3.413194
country	Botswana	-22.328474	24.684866
country	Belarus	53.709807	27.953389
country	Belize	17.189877	-88.49765
country	Canada	56.130366	-106.346771
country	Cocos Keeling Islands	-12.164165	96.870956
country	Congo DR	-4.038333	21.758664
country	Central African Republic	6.611111	20.939444
country	Congo	-0.228021	15.827659
country	Switzerland	46.818188	8.227512
country	Côte d'Ivoire	7.539989	-5.54708
country	Cook Islands	-21.236736	-159.777671
country	Chile	-35.675147	-71.542969
country	Cameroon	7.369722	12.354722
country	China	35.86166	104.195397
country	Colombia	4.570868	-74.297333
country	Costa Rica	9.748917	-83.753428
country	Cuba	21.521757	-77.781167
country	Cape Verde	16.002082	-24.013197
country	Christmas Island	-10.447525	105.690449
country	Cyprus	35.126413	33.429859
country	Czech Republic	49.817492	15.472962
country	Germany	51.165691	10.451526
country	Djibouti	11.825138	42.590275
country	Denmark	56.26392	9.501785
country	Dominica	15.414999	-61.370976
country	Dominican Republic	18.735693	-70.162651
country	Algeria	28.033886	1.659626
country	Ecuador	-1.831239	-78.183406
country	Estonia	58.595272	25.013607
country	Egypt	26.820553	30.802498
country	Western Sahara	24.215527	-12.885834
country	Eritrea	15.179384	39.782334
country	Spain	40.463667	-3.74922
country	Ethiopia	9.145	40.489673
country	Finland	61.92411	25.748151
country	Fiji	-16.578193	179.414413
country	Falkland Islands Islas Malvinas	-51.796253	-59.523613
country	Micronesia	7.425554	150.550812
country	Faroe Islands	61.892635	-6.911806
country	France	46.227638	2.213749
country	Gabon	-0.803689	11.609444
country	United Kingdom	55.378051	-3.435973
country	Grenada	12.262776	-61.604171
country	Georgia	42.315407	43.356892
country	French Guiana	3.933889	-53.125782
country	Guernsey	49.465691	-2.585278
country	Ghana	7.946527	-1.023194
country	Gibraltar	36.137741	-5.345374
country	Greenland	71.706936	-42.604303
country	Gambia	13.443182	-15.310139
country	Guinea	9.945587	-9.696645
country	Guadeloupe	16.995971	-62.067641
country	Equatorial Guinea	1.650801	10.267895
country	Greece	39.074208	21.824312
country	South Georgia and the South Sandwich Islands	-54.429579	-36.587909
country	Guatemala	15.783471	-90.230759
country	Guam	13.444304	144.793731
country	Guinea-Bissau	11.803749	-15.180413
country	Guyana	4.860416	-58.93018
country	Gaza Strip	31.354676	34.308825
country	Hong Kong	22.396428	114.109497
country	Heard Island and McDonald Islands	-53.08181	73.504158
country	Honduras	15.199999	-86.241905
country	Croatia	45.1	15.2
country	Haiti	18.971187	-72.285215
country	Hungary	47.162494	19.503304
country	Indonesia	-0.789275	113.921327
country	Ireland	53.41291	-8.24389
country	Israel	31.046051	34.851612
country	Isle of Man	54.236107	-4.548056
country	India	20.593684	78.96288
country	British Indian Ocean Territory	-6.343194	71.876519
country	Iraq	33.223191	43.679291
country	Iran	32.427908	53.688046
country	Iceland	64.963051	-19.020835
country	Italy	41.87194	12.56738
country	Jersey	49.214439	-2.13125
country	Jamaica	18.109581	-77.297508
country	Jordan	30.585164	36.238414
country	Japan	36.204824	138.252924
country	Kenya	-0.023559	37.906193
country	Kyrgyzstan	41.20438	74.766098
country	Cambodia	12.565679	104.990963
country	Kiribati	-3.370417	-168.734039
country	Comoros	-11.875001	43.872219
country	Saint Kitts and Nevis	17.357822	-62.782998
country	North Korea	40.339852	127.510093
country	South Korea	35.907757	127.766922
country	Kuwait	29.31166	47.481766
country	Cayman Islands	19.513469	-80.566956
country	Kazakhstan	48.019573	66.923684
country	Laos	19.85627	102.495496
country	Lebanon	33.854721	35.862285
country	Saint Lucia	13.909444	-60.978893
country	Liechtenstein	47.166	9.555373
country	Sri Lanka	7.873054	80.771797
country	Liberia	6.428055	-9.429499
country	Lesotho	-29.609988	28.233608
country	Lithuania	55.169438	23.881275
country	Luxembourg	49.815273	6.129583
country	Latvia	56.879635	24.603189
country	Libya	26.3351	17.228331
country	Morocco	31.791702	-7.09262
country	Monaco	43.750298	7.412841
country	Moldova	47.411631	28.369885
country	Montenegro	42.708678	19.37439
country	Madagascar	-18.766947	46.869107
country	Marshall Islands	7.131474	171.184478
country	Macedonia [FYROM]	41.608635	21.745275
country	Mali	17.570692	-3.996166
country	Myanmar [Burma]	21.913965	95.956223
country	Mongolia	46.862496	103.846656
country	Macau	22.198745	113.543873
country	Northern Mariana Islands	17.33083	145.38469
country	Martinique	14.641528	-61.024174
country	Mauritania	21.00789	-10.940835
country	Montserrat	16.742498	-62.187366
country	Malta	35.937496	14.375416
country	Mauritius	-20.348404	57.552152
country	Maldives	3.202778	73.22068
country	Malawi	-13.254308	34.301525
country	Mexico	23.634501	-102.552784
country	Malaysia	4.210484	101.975766
country	Mozambique	-18.665695	35.529562
country	Namibia	-22.95764	18.49041
country	New Caledonia	-20.904305	165.618042
country	Niger	17.607789	8.081666
country	Norfolk Island	-29.040835	167.954712
country	Nigeria	9.081999	8.675277
country	Nicaragua	12.865416	-85.207229
country	Netherlands	52.132633	5.291266
country	Norway	60.472024	8.468946
country	Nepal	28.394857	84.124008
country	Nauru	-0.522778	166.931503
country	Niue	-19.054445	-169.867233
country	New Zealand	-40.900557	174.885971
country	Oman	21.512583	55.923255
country	Panama	8.537981	-80.782127
country	Peru	-9.189967	-75.015152
country	French Polynesia	-17.679742	-149.406843
country	Papua New Guinea	-6.314993	143.95555
country	Philippines	12.879721	121.774017
country	Pakistan	30.375321	69.345116
country	Poland	51.919438	19.145136
country	Saint Pierre and Miquelon	46.941936	-56.27111
country	Pitcairn Islands	-24.703615	-127.439308
country	Puerto Rico	18.220833	-66.590149
country	Palestinian Territories	31.952162	35.233154
country	Portugal	39.399872	-8.224454
country	Palau	7.51498	134.58252
country	Paraguay	-23.442503	-58.443832
country	Qatar	25.354826	51.183884
country	Réunion	-21.115141	55.536384
country	Romania	45.943161	24.96676
country	Serbia	44.016521	21.005859
country	Russia	61.52401	105.318756
country	Rwanda	-1.940278	29.873888
country	Saudi Arabia	23.885942	45.079162
country	Solomon Islands	-9.64571	160.156194
country	Seychelles	-4.679574	55.491977
country	Sudan	12.862807	30.217636
country	Sweden	60.128161	18.643501
country	Singapore	1.352083	103.819836
country	Saint Helena	-24.143474	-10.030696
country	Slovenia	46.151241	14.995463
country	Svalbard and Jan Mayen	77.553604	23.670272
country	Slovakia	48.669026	19.699024
country	Sierra Leone	8.460555	-11.779889
country	San Marino	43.94236	12.457777
country	Senegal	14.497401	-14.452362
country	Somalia	5.152149	46.199616
country	Suriname	3.919305	-56.027783
country	São Tomé and Príncipe	0.18636	6.613081
country	El Salvador	13.794185	-88.89653
country	Syria	34.802075	38.996815
country	Swaziland	-26.522503	31.465866
country	Turks and Caicos Islands	21.694025	-71.797928
country	Chad	15.454166	18.732207
country	French Southern Territories	-49.280366	69.348557
country	Togo	8.619543	0.824782
country	Thailand	15.870032	100.992541
country	Tajikistan	38.861034	71.276093
country	Tokelau	-8.967363	-171.855881
country	Timor-Leste	-8.874217	125.727539
country	Turkmenistan	38.969719	59.556278
country	Tunisia	33.886917	9.537499
country	Tonga	-21.178986	-175.198242
country	Turkey	38.963745	35.243322
country	Trinidad and Tobago	10.691803	-61.222503
country	Tuvalu	-7.109535	177.64933
country	Taiwan	23.69781	120.960515
country	Tanzania	-6.369028	34.888822
country	Ukraine	48.379433	31.16558
country	Uganda	1.373333	32.290275
country	USA	37.09024	-95.712891
country	Uruguay	-32.522779	-55.765835
country	Uzbekistan	41.377491	64.585262
country	Vatican City	41.902916	12.453389
country	Saint Vincent and the Grenadines	12.984305	-61.287228
country	Venezuela	6.42375	-66.58973
country	British Virgin Islands	18.420695	-64.639968
country	U.S. Virgin Islands	18.335765	-64.896335
country	Vietnam	14.058324	108.277199
country	Vanuatu	-15.376706	166.959158
country	Wallis and Futuna	-13.768752	-177.156097
country	Samoa	-13.759029	-172.104629
country	Kosovo	42.602636	20.902977
country	Yemen	15.552727	48.516388
country	Mayotte	-12.8275	45.166244
country	South Africa	-30.559482	22.937506
country	Zambia	-13.133897	27.849332
country	Zimbabwe	-19.015438	29.154857
